vehicle_type,level_of_loading,incline,mean_speed_kmh,t_amb,consumption_kwh_per_km
AB,0.9,0.01,18,25,3.117
AB,0.9,0.01,18,35,3.724
AB,0.9,0.01,25.2,-15,3.867
AB,0.9,0.01,25.2,-5,3.329
AB,0.9,0.01,25.2,5,2.834
AB,0.9,0.01,25.2,15,2.708
AB,0.9,0.01,25.2,25,2.939
AB,0.9,0.01,25.2,35,3.342
AB,0.9,0.01,30,-15,3.56
AB,0.9,0.01,30,-5,3.115
AB,0.9,0.01,30,5,2.702
AB,0.9,0.01,30,15,2.596
AB,0.9,0.01,30,25,2.787
AB,0.9,0.01,30,35,3.122
AB,0.9,0.01,37.1,-15,3.306
AB,0.9,0.01,37.1,-5,2.931
AB,0.9,0.01,37.1,5,2.584
AB,0.9,0.01,37.1,15,2.484
AB,0.9,0.01,37.1,25,2.637
AB,0.9,0.01,37.1,35,2.908
AB,0.9,0.02,12.1,-15,6.91
AB,0.9,0.02,12.1,-5,5.48
AB,0.9,0.02,12.1,5,4.226
AB,0.9,0.02,12.1,15,3.805
AB,0.9,0.02,12.1,25,4.302
AB,0.9,0.02,12.1,35,5.22
AB,0.9,0.02,18,-15,5.624
AB,0.9,0.02,18,-5,4.708
AB,0.9,0.02,18,5,3.896
AB,0.9,0.02,18,15,3.634
AB,0.9,0.02,18,25,3.965
AB,0.9,0.02,18,35,4.572
AB,0.9,0.02,25.2,-15,4.721
AB,0.9,0.02,25.2,-5,4.184
AB,0.9,0.02,25.2,5,3.689
AB,0.9,0.02,25.2,15,3.563
AB,0.9,0.02,25.2,25,3.793
AB,0.9,0.02,25.2,35,4.196
AB,0.9,0.02,30,-15,4.437
AB,0.9,0.02,30,-5,3.992
AB,0.9,0.02,30,5,3.579
AB,0.9,0.02,30,15,3.473
AB,0.9,0.02,30,25,3.664
AB,0.9,0.02,30,35,3.999
AB,0.9,0.02,37.1,-15,4.207
AB,0.9,0.02,37.1,-5,3.832
AB,0.9,0.02,37.1,5,3.485
AB,0.9,0.02,37.1,15,3.385
AB,0.9,0.02,37.1,25,3.538
AB,0.9,0.02,37.1,35,3.809
AB,0.9,0.03,12.1,-15,7.733
AB,0.9,0.03,12.1,-5,6.303
AB,0.9,0.03,12.1,5,5.049
AB,0.9,0.03,12.1,15,4.628
AB,0.9,0.03,12.1,25,5.125
AB,0.9,0.03,12.1,35,6.043
AB,0.9,0.03,18,-15,6.472
AB,0.9,0.03,18,-5,5.556
AB,0.9,0.03,18,5,4.744
AB,0.9,0.03,18,15,4.482
AB,0.9,0.03,18,25,4.813
AB,0.9,0.03,18,35,5.42
AB,0.9,0.03,25.2,-15,5.576
AB,0.9,0.03,25.2,-5,5.039
AB,0.9,0.03,25.2,5,4.544
AB,0.9,0.03,25.2,15,4.418
AB,0.9,0.03,25.2,25,4.649
AB,0.9,0.03,25.2,35,5.052
AB,0.9,0.03,30,-15,5.314
AB,0.9,0.03,30,-5,4.869
AB,0.9,0.03,30,5,4.456
AB,0.9,0.03,30,15,4.35
AB,0.9,0.03,30,25,4.541
AB,0.9,0.03,30,35,4.876
AB,0.9,0.03,37.1,-15,5.108
AB,0.9,0.03,37.1,-5,4.733
AB,0.9,0.03,37.1,5,4.386
AB,0.9,0.03,37.1,15,4.286
AB,0.9,0.03,37.1,25,4.439
AB,0.9,0.03,37.1,35,4.71
AB,0.9,0.04,12.1,-15,8.556
AB,0.9,0.04,12.1,-5,7.126
AB,0.9,0.04,12.1,5,5.871
AB,0.9,0.04,12.1,15,5.451
AB,0.9,0.04,12.1,25,5.948
AB,0.9,0.04,12.1,35,6.866
AB,0.9,0.04,18,-15,7.32
AB,0.9,0.04,18,-5,6.404
AB,0.9,0.04,18,5,5.592
AB,0.9,0.04,18,15,5.33
AB,0.9,0.04,18,25,5.661
AB,0.9,0.04,18,35,6.268
AB,0.9,0.04,25.2,-15,6.432
AB,0.9,0.04,25.2,-5,5.895
AB,0.9,0.04,25.2,5,5.4
AB,0.9,0.04,25.2,15,5.274
AB,0.9,0.04,25.2,25,5.505
AB,0.9,0.04,25.2,35,5.907
AB,0.9,0.04,30,-15,6.192
AB,0.9,0.04,30,-5,5.747
AB,0.9,0.04,30,5,5.334
AB,0.9,0.04,30,15,5.228
AB,0.9,0.04,30,25,5.419
AB,0.9,0.04,30,35,5.754
AB,0.9,0.04,37.1,-15,6.008
AB,0.9,0.04,37.1,-5,5.633
AB,0.9,0.04,37.1,5,5.287
AB,0.9,0.04,37.1,15,5.187
AB,0.9,0.04,37.1,25,5.34
AB,0.9,0.04,37.1,35,5.611
